,Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id
220,349.0,79.0,88.0,2551.0,58.0,2050.0,582.0,753.0,747.0,41.0,116.0,27.0,440.0,96.0,221.0
221,448.0,29.0,47.0,1633.0,237.0,1276.0,239.0,838.0,449.0,21.0,93.0,16.0,169.0,34.0,222.0
222,23.0,35.0,13.0,31.0,143.0,3.0,59.0,21.0,16.0,32.0,64.0,81.0,0.0,19.0,223.0
223,36.0,9.0,49.0,37.0,10.0,93.0,19.0,202.0,8.0,66.0,78.0,2.0,91.0,23.0,224.0
224,167.0,87.0,181.0,1921.0,18.0,1084.0,1247.0,1093.0,1479.0,54.0,60.0,25.0,610.0,51.0,225.0
225,9.0,19.0,18.0,172.0,8.0,252.0,131.0,66.0,28.0,30.0,43.0,6.0,141.0,22.0,226.0
226,367.0,36.0,22.0,488.0,80.0,35.0,267.0,214.0,453.0,117.0,88.0,26.0,6.0,32.0,227.0
227,122.0,6.0,41.0,1846.0,643.0,925.0,977.0,676.0,642.0,13.0,82.0,14.0,312.0,16.0,228.0
228,26.0,24.0,199.0,340.0,135.0,1219.0,100.0,194.0,363.0,16.0,167.0,46.0,567.0,94.0,229.0
229,70.0,37.0,389.0,505.0,194.0,2217.0,102.0,1425.0,305.0,110.0,210.0,92.0,1914.0,183.0,230.0
230,118.0,5.0,70.0,704.0,39.0,366.0,70.0,623.0,557.0,7.0,25.0,20.0,332.0,4.0,231.0
231,143.0,19.0,34.0,175.0,124.0,187.0,193.0,444.0,44.0,59.0,140.0,24.0,84.0,51.0,232.0
232,489.0,5.0,27.0,370.0,119.0,35.0,383.0,320.0,140.0,13.0,42.0,12.0,8.0,7.0,233.0
233,6.0,16.0,37.0,24.0,5.0,66.0,19.0,70.0,7.0,13.0,27.0,14.0,30.0,19.0,234.0
234,22.0,18.0,116.0,117.0,10.0,410.0,67.0,330.0,34.0,36.0,58.0,17.0,443.0,31.0,235.0
235,45.0,118.0,136.0,652.0,48.0,405.0,253.0,186.0,197.0,89.0,121.0,68.0,248.0,313.0,236.0
236,22.0,10.0,23.0,157.0,273.0,81.0,45.0,170.0,23.0,31.0,70.0,116.0,9.0,27.0,237.0
237,330.0,8.0,22.0,84.0,1.0,0.0,6.0,100.0,31.0,7.0,30.0,4.0,0.0,8.0,238.0
238,256.0,43.0,101.0,512.0,2.0,315.0,25.0,448.0,153.0,90.0,51.0,43.0,142.0,61.0,239.0
239,13.0,11.0,6.0,78.0,18.0,104.0,18.0,30.0,7.0,12.0,131.0,12.0,28.0,65.0,240.0
240,38.0,31.0,10.0,319.0,131.0,411.0,41.0,100.0,55.0,41.0,67.0,8.0,10.0,28.0,241.0
241,232.0,11.0,389.0,565.0,13.0,764.0,307.0,831.0,509.0,75.0,123.0,73.0,703.0,108.0,242.0
242,13.0,11.0,20.0,225.0,65.0,571.0,39.0,257.0,44.0,2.0,81.0,1.0,248.0,22.0,243.0
243,49.0,9.0,4.0,495.0,82.0,255.0,276.0,221.0,265.0,11.0,28.0,3.0,47.0,4.0,244.0
244,13.0,15.0,17.0,211.0,10.0,224.0,682.0,163.0,118.0,0.0,51.0,3.0,62.0,21.0,245.0
245,7.0,23.0,112.0,86.0,11.0,307.0,66.0,16.0,27.0,57.0,64.0,24.0,208.0,80.0,246.0
246,5967.0,37.0,396.0,2736.0,1960.0,639.0,900.0,8108.0,1303.0,47.0,143.0,28.0,1291.0,36.0,247.0
247,21.0,4.0,50.0,55.0,3.0,89.0,28.0,171.0,19.0,11.0,25.0,7.0,80.0,10.0,248.0
248,134.0,14.0,19.0,32.0,370.0,1.0,51.0,20.0,12.0,5.0,104.0,26.0,3.0,27.0,249.0
249,41.0,54.0,21.0,57.0,19.0,0.0,44.0,20.0,36.0,13.0,62.0,97.0,2.0,38.0,250.0
250,216.0,0.0,121.0,77.0,68.0,18.0,12.0,264.0,45.0,0.0,40.0,2.0,13.0,11.0,251.0
251,817.0,9.0,344.0,386.0,24.0,37.0,11.0,650.0,157.0,22.0,24.0,23.0,14.0,12.0,252.0
252,243.0,5.0,16.0,48.0,0.0,0.0,27.0,150.0,65.0,3.0,18.0,4.0,8.0,8.0,253.0
253,23.0,9.0,175.0,42.0,2.0,50.0,6.0,136.0,21.0,4.0,8.0,0.0,20.0,3.0,254.0
254,14.0,0.0,0.0,179.0,44.0,79.0,150.0,42.0,64.0,18.0,32.0,5.0,6.0,11.0,255.0
255,65.0,91.0,224.0,36.0,6.0,36.0,15.0,250.0,23.0,39.0,205.0,53.0,29.0,112.0,256.0
256,20.0,27.0,43.0,373.0,22.0,514.0,136.0,249.0,88.0,31.0,47.0,5.0,355.0,20.0,257.0
257,383.0,7.0,60.0,53.0,476.0,3.0,95.0,79.0,54.0,8.0,48.0,26.0,20.0,7.0,258.0
258,50.0,23.0,52.0,252.0,82.0,109.0,115.0,221.0,38.0,83.0,70.0,18.0,46.0,112.0,259.0
259,639.0,55.0,50.0,1063.0,202.0,1157.0,144.0,499.0,92.0,154.0,347.0,35.0,253.0,131.0,260.0
260,420.0,25.0,470.0,294.0,71.0,163.0,56.0,1090.0,148.0,122.0,109.0,158.0,411.0,356.0,261.0
261,50.0,52.0,345.0,531.0,936.0,376.0,250.0,422.0,45.0,105.0,219.0,116.0,130.0,150.0,262.0
262,208.0,273.0,206.0,2555.0,1819.0,137.0,803.0,267.0,3715.0,79.0,336.0,161.0,252.0,505.0,263.0
263,173.0,34.0,89.0,708.0,75.0,1094.0,166.0,1244.0,120.0,96.0,202.0,24.0,609.0,60.0,264.0
264,81.0,3.0,10.0,23.0,0.0,38.0,18.0,54.0,0.0,2.0,32.0,9.0,3.0,11.0,265.0
265,591.0,11.0,491.0,126.0,127.0,45.0,16.0,672.0,135.0,19.0,40.0,5.0,44.0,8.0,266.0
266,55.0,22.0,24.0,206.0,16.0,285.0,10.0,109.0,28.0,30.0,86.0,16.0,75.0,44.0,267.0
267,321.0,8.0,47.0,260.0,21.0,55.0,146.0,336.0,55.0,24.0,39.0,15.0,9.0,21.0,268.0
268,48.0,25.0,8.0,37.0,33.0,71.0,18.0,43.0,13.0,22.0,48.0,33.0,12.0,38.0,269.0
269,35.0,44.0,65.0,653.0,31.0,543.0,188.0,356.0,218.0,97.0,171.0,29.0,199.0,119.0,270.0
270,19.0,31.0,27.0,211.0,15.0,256.0,147.0,113.0,26.0,40.0,102.0,10.0,54.0,43.0,271.0
271,401.0,6.0,22.0,747.0,89.0,411.0,536.0,329.0,362.0,7.0,48.0,1.0,55.0,3.0,272.0
272,69.0,5.0,10.0,73.0,67.0,4.0,53.0,25.0,41.0,8.0,85.0,11.0,0.0,10.0,273.0
273,73.0,26.0,18.0,927.0,14.0,951.0,104.0,182.0,165.0,22.0,66.0,10.0,139.0,19.0,274.0
274,38.0,20.0,18.0,480.0,10.0,468.0,82.0,150.0,94.0,20.0,36.0,18.0,99.0,26.0,275.0
275,500.0,4.0,40.0,408.0,120.0,189.0,26.0,487.0,126.0,26.0,84.0,19.0,73.0,15.0,276.0
276,80.0,52.0,13.0,799.0,1552.0,14.0,399.0,69.0,1583.0,59.0,90.0,19.0,34.0,46.0,277.0
277,63.0,12.0,25.0,266.0,134.0,581.0,74.0,392.0,31.0,34.0,78.0,28.0,321.0,31.0,278.0
278,315.0,4.0,27.0,48.0,255.0,6.0,56.0,103.0,23.0,5.0,83.0,36.0,14.0,10.0,279.0
279,53.0,18.0,4.0,92.0,9.0,36.0,65.0,38.0,35.0,17.0,19.0,12.0,6.0,22.0,280.0
280,81.0,18.0,98.0,461.0,35.0,435.0,258.0,620.0,137.0,53.0,102.0,8.0,255.0,29.0,281.0
281,47.0,7.0,99.0,46.0,13.0,51.0,6.0,231.0,8.0,12.0,37.0,15.0,68.0,8.0,282.0
282,300.0,13.0,20.0,430.0,1193.0,29.0,149.0,97.0,296.0,13.0,106.0,19.0,21.0,16.0,283.0
283,17.0,46.0,13.0,239.0,7.0,140.0,172.0,70.0,147.0,22.0,19.0,7.0,14.0,8.0,284.0
284,15.0,0.0,75.0,105.0,0.0,70.0,73.0,216.0,26.0,14.0,26.0,15.0,125.0,29.0,285.0
285,6.0,18.0,1.0,60.0,27.0,154.0,22.0,25.0,7.0,30.0,47.0,7.0,24.0,17.0,286.0
286,20.0,51.0,27.0,260.0,225.0,466.0,118.0,193.0,48.0,39.0,228.0,35.0,215.0,92.0,287.0
287,161.0,11.0,98.0,81.0,18.0,143.0,16.0,381.0,36.0,20.0,42.0,10.0,152.0,14.0,288.0
288,3.0,8.0,42.0,99.0,18.0,393.0,10.0,23.0,99.0,32.0,59.0,22.0,135.0,65.0,289.0
289,9.0,10.0,71.0,102.0,2.0,197.0,73.0,179.0,26.0,39.0,43.0,10.0,60.0,25.0,290.0
290,342.0,7.0,21.0,625.0,48.0,334.0,30.0,155.0,257.0,3.0,25.0,13.0,34.0,5.0,291.0
291,273.0,24.0,31.0,90.0,481.0,8.0,63.0,130.0,35.0,61.0,84.0,71.0,15.0,26.0,292.0
292,3.0,17.0,2.0,32.0,49.0,68.0,5.0,7.0,0.0,57.0,67.0,50.0,0.0,38.0,293.0
293,40.0,20.0,200.0,108.0,13.0,416.0,24.0,314.0,163.0,50.0,59.0,94.0,404.0,57.0,294.0
294,169.0,70.0,493.0,1579.0,274.0,1788.0,399.0,1451.0,233.0,89.0,199.0,218.0,1666.0,315.0,295.0
295,123.0,18.0,293.0,101.0,11.0,100.0,30.0,431.0,54.0,49.0,40.0,27.0,151.0,50.0,296.0
296,13.0,8.0,15.0,71.0,3.0,496.0,30.0,144.0,23.0,47.0,66.0,28.0,212.0,27.0,297.0
297,5.0,111.0,24.0,71.0,105.0,63.0,54.0,33.0,10.0,62.0,55.0,27.0,17.0,89.0,298.0
298,136.0,52.0,738.0,1296.0,50.0,1288.0,217.0,1599.0,785.0,85.0,128.0,52.0,904.0,51.0,299.0
299,542.0,22.0,145.0,110.0,45.0,161.0,50.0,766.0,18.0,12.0,211.0,15.0,364.0,79.0,300.0
300,48.0,19.0,10.0,137.0,102.0,59.0,151.0,95.0,28.0,73.0,71.0,25.0,6.0,30.0,301.0
301,20.0,21.0,146.0,344.0,86.0,467.0,66.0,116.0,34.0,42.0,84.0,21.0,284.0,52.0,302.0
302,10.0,12.0,9.0,160.0,73.0,169.0,77.0,78.0,30.0,26.0,79.0,10.0,52.0,26.0,303.0
303,147.0,12.0,18.0,80.0,90.0,24.0,100.0,211.0,16.0,10.0,87.0,19.0,14.0,25.0,304.0
304,13.0,79.0,72.0,46.0,0.0,140.0,23.0,59.0,8.0,117.0,122.0,92.0,118.0,268.0,305.0
305,98.0,19.0,21.0,120.0,12.0,46.0,101.0,105.0,33.0,70.0,67.0,71.0,12.0,65.0,306.0
306,21.0,0.0,62.0,16.0,0.0,102.0,7.0,78.0,88.0,5.0,13.0,0.0,73.0,6.0,307.0
307,119.0,27.0,32.0,271.0,99.0,229.0,63.0,158.0,72.0,102.0,125.0,56.0,72.0,87.0,308.0
308,317.0,3.0,25.0,249.0,168.0,239.0,30.0,481.0,38.0,24.0,33.0,6.0,37.0,9.0,309.0
309,4.0,16.0,1.0,55.0,37.0,114.0,21.0,24.0,4.0,41.0,52.0,8.0,21.0,31.0,310.0
310,65.0,17.0,26.0,244.0,175.0,4.0,156.0,54.0,316.0,71.0,200.0,64.0,8.0,57.0,311.0
311,597.0,376.0,96.0,879.0,68.0,381.0,295.0,321.0,297.0,85.0,103.0,21.0,90.0,52.0,312.0
312,54.0,18.0,13.0,145.0,32.0,106.0,62.0,91.0,17.0,48.0,69.0,21.0,23.0,34.0,313.0
313,39.0,27.0,8.0,86.0,28.0,171.0,23.0,31.0,7.0,88.0,98.0,69.0,52.0,62.0,314.0
314,46.0,13.0,27.0,167.0,76.0,587.0,36.0,423.0,46.0,14.0,49.0,0.0,425.0,23.0,315.0
315,495.0,65.0,46.0,171.0,1795.0,33.0,283.0,106.0,36.0,170.0,226.0,81.0,27.0,71.0,316.0
316,19.0,0.0,5.0,58.0,6.0,52.0,47.0,54.0,17.0,19.0,29.0,0.0,26.0,2.0,317.0
317,110.0,113.0,55.0,927.0,23.0,1079.0,163.0,1110.0,62.0,218.0,261.0,6.0,271.0,72.0,318.0
318,42.0,1.0,111.0,28.0,5.0,65.0,0.0,62.0,88.0,0.0,33.0,8.0,47.0,4.0,319.0
319,28.0,32.0,79.0,299.0,17.0,729.0,83.0,231.0,54.0,164.0,143.0,40.0,503.0,104.0,320.0
320,211.0,98.0,11.0,132.0,630.0,32.0,258.0,86.0,36.0,23.0,194.0,47.0,10.0,56.0,321.0
321,8.0,15.0,9.0,205.0,90.0,142.0,178.0,87.0,55.0,56.0,107.0,47.0,19.0,60.0,322.0
322,47.0,7.0,137.0,40.0,0.0,68.0,3.0,68.0,33.0,12.0,17.0,0.0,40.0,9.0,323.0
323,28.0,7.0,7.0,8.0,0.0,11.0,3.0,45.0,2.0,30.0,14.0,13.0,21.0,20.0,324.0
324,169.0,7.0,32.0,85.0,20.0,68.0,38.0,369.0,30.0,23.0,21.0,4.0,105.0,9.0,325.0
325,47.0,3.0,2.0,5.0,6.0,12.0,3.0,73.0,1.0,15.0,13.0,12.0,15.0,6.0,326.0
326,182.0,27.0,38.0,56.0,0.0,64.0,8.0,274.0,12.0,35.0,16.0,24.0,56.0,40.0,327.0
327,60.0,9.0,14.0,27.0,18.0,23.0,6.0,148.0,8.0,20.0,26.0,12.0,35.0,11.0,328.0
328,8.0,13.0,15.0,42.0,8.0,88.0,11.0,57.0,4.0,32.0,27.0,7.0,64.0,20.0,329.0
329,45.0,14.0,17.0,98.0,11.0,66.0,78.0,53.0,24.0,41.0,64.0,85.0,17.0,34.0,330.0
330,4.0,2.0,13.0,65.0,2.0,138.0,17.0,48.0,5.0,21.0,54.0,1.0,72.0,10.0,331.0
331,272.0,15.0,279.0,274.0,58.0,36.0,35.0,754.0,136.0,15.0,30.0,1.0,94.0,9.0,332.0
332,44.0,19.0,63.0,336.0,321.0,457.0,225.0,766.0,55.0,106.0,112.0,5.0,288.0,23.0,333.0
333,38.0,20.0,12.0,267.0,44.0,239.0,179.0,51.0,24.0,7.0,26.0,7.0,63.0,8.0,334.0
334,6.0,40.0,12.0,73.0,10.0,92.0,32.0,42.0,10.0,42.0,61.0,9.0,68.0,65.0,335.0
335,25.0,2.0,112.0,59.0,0.0,151.0,4.0,176.0,16.0,45.0,37.0,9.0,121.0,26.0,336.0
336,41.0,7.0,5.0,164.0,30.0,127.0,36.0,62.0,61.0,20.0,45.0,6.0,9.0,3.0,337.0
337,77.0,10.0,54.0,167.0,1080.0,20.0,324.0,128.0,45.0,93.0,127.0,70.0,21.0,30.0,338.0
338,57.0,19.0,16.0,69.0,3.0,45.0,35.0,84.0,17.0,88.0,22.0,11.0,11.0,22.0,339.0
339,78.0,95.0,26.0,74.0,325.0,44.0,39.0,125.0,9.0,103.0,140.0,97.0,6.0,60.0,340.0
340,19.0,7.0,15.0,48.0,6.0,86.0,9.0,95.0,15.0,21.0,28.0,3.0,18.0,10.0,341.0
341,325.0,112.0,14.0,663.0,13.0,486.0,129.0,178.0,364.0,98.0,126.0,19.0,65.0,39.0,342.0
342,2.0,18.0,32.0,62.0,1.0,139.0,20.0,56.0,10.0,71.0,42.0,15.0,54.0,45.0,343.0
343,278.0,3.0,51.0,479.0,183.0,360.0,96.0,534.0,116.0,43.0,33.0,32.0,273.0,31.0,344.0
344,18.0,10.0,28.0,32.0,121.0,21.0,24.0,120.0,2.0,4.0,47.0,7.0,67.0,27.0,345.0
345,1.0,1.0,24.0,130.0,43.0,607.0,23.0,61.0,81.0,0.0,83.0,10.0,271.0,14.0,346.0
346,341.0,1.0,33.0,510.0,13.0,337.0,10.0,225.0,229.0,21.0,41.0,4.0,52.0,5.0,347.0
347,10.0,31.0,15.0,152.0,9.0,164.0,54.0,74.0,25.0,116.0,114.0,44.0,51.0,95.0,348.0
348,11.0,24.0,13.0,61.0,14.0,127.0,39.0,56.0,12.0,29.0,102.0,54.0,41.0,230.0,349.0
349,42.0,18.0,2.0,83.0,2.0,51.0,102.0,35.0,24.0,5.0,90.0,0.0,6.0,33.0,350.0
350,158.0,2.0,6.0,145.0,120.0,38.0,78.0,133.0,31.0,4.0,20.0,2.0,5.0,0.0,351.0
351,172.0,7.0,38.0,85.0,44.0,17.0,9.0,182.0,13.0,38.0,32.0,0.0,10.0,3.0,352.0
352,96.0,2.0,32.0,238.0,63.0,389.0,15.0,268.0,47.0,11.0,31.0,7.0,221.0,4.0,353.0
353,56.0,10.0,6.0,159.0,29.0,128.0,51.0,107.0,52.0,5.0,71.0,13.0,29.0,17.0,354.0
354,61.0,44.0,53.0,1396.0,441.0,1402.0,338.0,541.0,215.0,86.0,132.0,29.0,887.0,53.0,355.0
355,53.0,13.0,20.0,300.0,459.0,471.0,85.0,109.0,43.0,61.0,232.0,39.0,147.0,92.0,356.0
356,10.0,2.0,18.0,110.0,6.0,131.0,18.0,53.0,32.0,23.0,26.0,4.0,31.0,20.0,357.0
357,83.0,8.0,0.0,313.0,58.0,239.0,52.0,45.0,61.0,25.0,65.0,9.0,53.0,28.0,358.0
358,75.0,3.0,67.0,57.0,5.0,53.0,47.0,246.0,27.0,0.0,15.0,5.0,37.0,12.0,359.0
359,26.0,10.0,5.0,354.0,648.0,598.0,121.0,24.0,38.0,33.0,62.0,22.0,44.0,9.0,360.0
360,8.0,27.0,98.0,87.0,125.0,109.0,25.0,89.0,22.0,57.0,40.0,38.0,66.0,53.0,361.0
361,8.0,33.0,8.0,17.0,18.0,16.0,15.0,42.0,0.0,57.0,56.0,29.0,1.0,30.0,362.0
362,20.0,10.0,29.0,115.0,7.0,125.0,15.0,121.0,17.0,19.0,27.0,9.0,24.0,7.0,363.0
363,0.0,4.0,37.0,78.0,1.0,72.0,49.0,54.0,26.0,46.0,57.0,18.0,29.0,124.0,364.0
364,36.0,14.0,2.0,60.0,3.0,86.0,33.0,41.0,9.0,46.0,50.0,10.0,12.0,33.0,365.0
365,57.0,18.0,2.0,44.0,8.0,54.0,21.0,82.0,1.0,75.0,66.0,18.0,17.0,49.0,366.0
366,78.0,58.0,14.0,325.0,245.0,218.0,217.0,224.0,36.0,59.0,85.0,10.0,57.0,42.0,367.0
367,72.0,7.0,8.0,141.0,81.0,208.0,27.0,116.0,16.0,80.0,78.0,15.0,18.0,19.0,368.0
368,15.0,30.0,6.0,122.0,35.0,263.0,73.0,164.0,20.0,42.0,93.0,14.0,168.0,48.0,369.0
369,50.0,3.0,42.0,80.0,54.0,68.0,39.0,263.0,12.0,12.0,31.0,6.0,50.0,9.0,370.0
370,55.0,12.0,13.0,87.0,363.0,51.0,75.0,228.0,18.0,25.0,38.0,15.0,40.0,25.0,371.0
371,3.0,7.0,6.0,30.0,2.0,67.0,19.0,67.0,7.0,30.0,36.0,8.0,37.0,18.0,372.0
372,10.0,2.0,9.0,140.0,26.0,168.0,37.0,61.0,34.0,17.0,33.0,16.0,46.0,26.0,373.0
373,56.0,12.0,19.0,21.0,2.0,42.0,7.0,144.0,6.0,62.0,60.0,25.0,41.0,31.0,374.0
374,25.0,34.0,9.0,401.0,58.0,185.0,756.0,180.0,318.0,37.0,49.0,79.0,34.0,20.0,375.0
375,2.0,43.0,18.0,171.0,13.0,180.0,32.0,36.0,58.0,19.0,21.0,9.0,64.0,45.0,376.0
376,131.0,3.0,249.0,101.0,95.0,61.0,18.0,365.0,84.0,14.0,23.0,12.0,19.0,2.0,377.0
377,4.0,20.0,5.0,155.0,14.0,143.0,185.0,42.0,109.0,9.0,24.0,1.0,36.0,7.0,378.0
378,227.0,3.0,8.0,82.0,40.0,6.0,8.0,112.0,114.0,7.0,14.0,6.0,4.0,4.0,379.0
379,10.0,5.0,18.0,176.0,3.0,182.0,393.0,180.0,67.0,29.0,38.0,7.0,98.0,16.0,380.0
380,60.0,31.0,187.0,240.0,160.0,735.0,91.0,895.0,104.0,69.0,216.0,65.0,633.0,90.0,381.0
381,4027.0,138.0,2239.0,2093.0,1754.0,738.0,1329.0,8130.0,870.0,351.0,553.0,182.0,1206.0,546.0,382.0
382,34.0,3.0,12.0,58.0,48.0,27.0,35.0,77.0,4.0,34.0,27.0,11.0,8.0,18.0,383.0
383,95.0,12.0,24.0,552.0,43.0,187.0,824.0,372.0,403.0,9.0,111.0,8.0,54.0,50.0,384.0
384,376.0,38.0,658.0,639.0,48.0,706.0,356.0,3420.0,257.0,98.0,190.0,48.0,1859.0,118.0,385.0
385,49.0,32.0,114.0,1271.0,506.0,751.0,290.0,528.0,967.0,42.0,91.0,63.0,440.0,116.0,386.0
386,220.0,7.0,146.0,159.0,7.0,34.0,49.0,655.0,79.0,20.0,18.0,0.0,119.0,10.0,387.0
387,668.0,2.0,89.0,283.0,9.0,9.0,47.0,657.0,659.0,7.0,11.0,8.0,31.0,5.0,388.0
388,262.0,13.0,157.0,246.0,22.0,369.0,29.0,785.0,216.0,18.0,26.0,12.0,464.0,15.0,389.0
389,91.0,8.0,61.0,206.0,5.0,151.0,39.0,343.0,44.0,87.0,45.0,23.0,133.0,82.0,390.0
390,58.0,4.0,25.0,388.0,16.0,185.0,328.0,87.0,463.0,16.0,31.0,3.0,18.0,3.0,391.0
391,6.0,12.0,80.0,100.0,25.0,543.0,17.0,156.0,447.0,5.0,54.0,16.0,390.0,15.0,392.0
392,53.0,3.0,37.0,112.0,28.0,103.0,11.0,75.0,52.0,8.0,22.0,6.0,2.0,3.0,393.0
393,287.0,7.0,167.0,169.0,9.0,35.0,35.0,154.0,41.0,17.0,55.0,7.0,9.0,16.0,394.0
394,15.0,6.0,7.0,147.0,25.0,262.0,73.0,118.0,14.0,27.0,197.0,17.0,36.0,56.0,395.0
395,12.0,21.0,30.0,54.0,20.0,99.0,16.0,62.0,2.0,75.0,90.0,64.0,34.0,99.0,396.0
396,88.0,8.0,216.0,226.0,6.0,173.0,331.0,711.0,321.0,11.0,3.0,8.0,211.0,8.0,397.0
397,93.0,2.0,64.0,104.0,9.0,94.0,59.0,298.0,32.0,11.0,40.0,12.0,97.0,16.0,398.0
398,90.0,30.0,477.0,618.0,1049.0,652.0,213.0,1416.0,265.0,35.0,75.0,22.0,865.0,41.0,399.0
399,214.0,46.0,73.0,135.0,3.0,4.0,86.0,128.0,250.0,42.0,49.0,119.0,9.0,89.0,400.0
400,136.0,11.0,10.0,190.0,308.0,196.0,77.0,277.0,21.0,13.0,72.0,4.0,80.0,28.0,401.0
401,313.0,76.0,237.0,2467.0,186.0,1079.0,2366.0,1819.0,3371.0,91.0,444.0,87.0,332.0,158.0,402.0
402,927.0,13.0,673.0,560.0,135.0,182.0,199.0,1497.0,349.0,35.0,102.0,40.0,164.0,39.0,403.0
403,73.0,14.0,38.0,376.0,52.0,375.0,83.0,374.0,63.0,42.0,92.0,7.0,261.0,21.0,404.0
404,44.0,44.0,78.0,217.0,27.0,502.0,218.0,457.0,88.0,77.0,161.0,31.0,291.0,55.0,405.0
405,50.0,91.0,23.0,336.0,595.0,588.0,194.0,102.0,24.0,44.0,289.0,42.0,240.0,144.0,406.0
406,113.0,15.0,253.0,1722.0,307.0,1502.0,644.0,796.0,235.0,27.0,90.0,11.0,1101.0,27.0,407.0
407,97.0,19.0,28.0,457.0,601.0,85.0,181.0,380.0,110.0,50.0,68.0,24.0,33.0,19.0,408.0
408,77.0,9.0,7.0,63.0,196.0,20.0,78.0,53.0,5.0,23.0,91.0,22.0,0.0,18.0,409.0
409,196.0,11.0,45.0,563.0,24.0,1593.0,370.0,629.0,159.0,11.0,158.0,3.0,448.0,52.0,410.0
410,22.0,5.0,40.0,177.0,15.0,185.0,342.0,234.0,71.0,5.0,36.0,5.0,129.0,24.0,411.0
411,242.0,3.0,183.0,81.0,12.0,133.0,10.0,638.0,22.0,10.0,71.0,3.0,167.0,16.0,412.0
412,22.0,21.0,27.0,182.0,571.0,463.0,103.0,55.0,63.0,100.0,94.0,204.0,60.0,34.0,413.0
413,723.0,59.0,264.0,499.0,294.0,351.0,157.0,3238.0,141.0,204.0,219.0,18.0,482.0,61.0,414.0
414,12.0,9.0,128.0,282.0,11.0,370.0,73.0,133.0,76.0,9.0,41.0,10.0,171.0,11.0,415.0
415,77.0,4.0,5.0,13.0,5.0,4.0,5.0,39.0,12.0,27.0,10.0,5.0,3.0,7.0,416.0
416,93.0,5.0,60.0,126.0,14.0,164.0,104.0,534.0,56.0,15.0,90.0,26.0,169.0,34.0,417.0
417,257.0,5.0,354.0,233.0,47.0,24.0,32.0,214.0,484.0,7.0,36.0,15.0,13.0,9.0,418.0
418,44.0,0.0,4.0,15.0,2.0,48.0,43.0,22.0,1.0,12.0,44.0,6.0,5.0,23.0,419.0
419,27.0,37.0,99.0,360.0,8.0,518.0,44.0,95.0,208.0,61.0,113.0,88.0,277.0,95.0,420.0
420,103.0,0.0,34.0,44.0,3.0,21.0,7.0,98.0,8.0,12.0,27.0,5.0,12.0,8.0,421.0
421,38.0,49.0,57.0,211.0,0.0,279.0,151.0,67.0,54.0,72.0,109.0,85.0,168.0,209.0,422.0
422,291.0,18.0,55.0,2710.0,169.0,1690.0,802.0,924.0,1071.0,34.0,85.0,36.0,397.0,18.0,423.0
423,95.0,77.0,87.0,216.0,1132.0,82.0,306.0,216.0,33.0,115.0,145.0,91.0,64.0,63.0,424.0
424,34.0,16.0,60.0,85.0,526.0,159.0,74.0,290.0,14.0,19.0,205.0,29.0,386.0,94.0,425.0
425,45.0,23.0,276.0,360.0,25.0,403.0,451.0,868.0,315.0,36.0,52.0,14.0,869.0,82.0,426.0
426,24.0,17.0,48.0,128.0,0.0,87.0,25.0,131.0,38.0,65.0,46.0,13.0,98.0,46.0,427.0
427,255.0,69.0,11.0,267.0,4.0,90.0,193.0,128.0,192.0,32.0,78.0,45.0,17.0,161.0,428.0
428,68.0,94.0,281.0,290.0,127.0,360.0,143.0,944.0,77.0,145.0,261.0,208.0,276.0,292.0,429.0
429,24.0,5.0,38.0,43.0,28.0,111.0,27.0,188.0,15.0,0.0,70.0,4.0,44.0,16.0,430.0
430,321.0,19.0,32.0,443.0,22.0,247.0,273.0,326.0,133.0,39.0,61.0,38.0,70.0,44.0,431.0
431,32.0,6.0,6.0,49.0,34.0,119.0,137.0,45.0,8.0,234.0,142.0,15.0,35.0,62.0,432.0
432,2.0,7.0,22.0,36.0,0.0,96.0,79.0,44.0,7.0,0.0,60.0,0.0,28.0,17.0,433.0
433,2.0,25.0,35.0,82.0,5.0,244.0,19.0,23.0,3.0,19.0,76.0,60.0,116.0,132.0,434.0
434,28.0,21.0,3.0,18.0,38.0,10.0,13.0,12.0,4.0,64.0,33.0,20.0,1.0,15.0,435.0
435,28.0,13.0,41.0,66.0,4.0,197.0,36.0,267.0,12.0,67.0,86.0,84.0,203.0,253.0,436.0
436,16.0,30.0,3.0,276.0,14.0,363.0,66.0,126.0,43.0,95.0,82.0,18.0,98.0,21.0,437.0
437,206.0,10.0,55.0,158.0,511.0,17.0,182.0,139.0,132.0,45.0,47.0,20.0,16.0,12.0,438.0
438,0.0,18.0,21.0,63.0,1.0,267.0,3.0,7.0,69.0,31.0,36.0,26.0,94.0,35.0,439.0
439,32.0,4.0,19.0,153.0,20.0,427.0,31.0,129.0,33.0,9.0,70.0,7.0,47.0,9.0,440.0
440,15.0,141.0,42.0,366.0,7.0,401.0,231.0,45.0,107.0,22.0,130.0,31.0,123.0,348.0,441.0
441,55.0,10.0,42.0,83.0,14.0,107.0,34.0,243.0,18.0,68.0,86.0,17.0,126.0,67.0,442.0
442,187.0,15.0,5.0,139.0,0.0,18.0,149.0,123.0,71.0,63.0,75.0,16.0,3.0,61.0,443.0
